DateTime,LocationID,ForecastTime,VendorID,Valuee,Units
2021-02-28T18:00,NFSW4,2021-02-28T00,code_balram,126.43177572359392,CFS
2021-03-01T00:00,NFSW4,2021-02-28T00,code_balram,122.83888576672778,CFS
2021-03-01T06:00,NFSW4,2021-02-28T00,code_balram,123.29933935383,CFS
2021-03-01T12:00,NFSW4,2021-02-28T00,code_balram,124.66483801969164,CFS
2021-03-01T18:00,NFSW4,2021-02-28T00,code_balram,126.79910254097045,CFS
2021-03-02T00:00,NFSW4,2021-02-28T00,code_balram,123.2171780416938,CFS
2021-03-02T06:00,NFSW4,2021-02-28T00,code_balram,123.75556209088373,CFS
2021-03-02T12:00,NFSW4,2021-02-28T00,code_balram,125.15341447136161,CFS
2021-03-02T18:00,NFSW4,2021-02-28T00,code_balram,128.1398862355872,CFS
2021-03-03T00:00,NFSW4,2021-02-28T00,code_balram,124.9768772158609,CFS
2021-03-03T06:00,NFSW4,2021-02-28T00,code_balram,124.24322286255372,CFS
2021-03-03T12:00,NFSW4,2021-02-28T00,code_balram,125.94744526348222,CFS
2021-03-03T18:00,NFSW4,2021-02-28T00,code_balram,128.05938428049654,CFS
2021-03-04T00:00,NFSW4,2021-02-28T00,code_balram,124.58326417768603,CFS
2021-03-04T06:00,NFSW4,2021-02-28T00,code_balram,124.33849064419837,CFS
2021-03-04T12:00,NFSW4,2021-02-28T00,code_balram,126.07764023995166,CFS
2021-03-04T18:00,NFSW4,2021-02-28T00,code_balram,127.38479833575182,CFS
2021-03-05T00:00,NFSW4,2021-02-28T00,code_balram,124.96485381411006,CFS
2021-03-05T06:00,NFSW4,2021-02-28T00,code_balram,125.1391257020246,CFS
2021-03-05T12:00,NFSW4,2021-02-28T00,code_balram,126.593160920227,CFS
2021-03-05T18:00,NFSW4,2021-02-28T00,code_balram,128.2407706283367,CFS
2021-03-06T00:00,NFSW4,2021-02-28T00,code_balram,126.39291578116061,CFS
2021-03-06T06:00,NFSW4,2021-02-28T00,code_balram,126.0734691814346,CFS
2021-03-06T12:00,NFSW4,2021-02-28T00,code_balram,127.18983926706515,CFS
2021-03-06T18:00,NFSW4,2021-02-28T00,code_balram,129.74529041075226,CFS
2021-03-07T00:00,NFSW4,2021-02-28T00,code_balram,128.25958723261263,CFS
2021-03-07T06:00,NFSW4,2021-02-28T00,code_balram,127.27846919654527,CFS
2021-03-07T12:00,NFSW4,2021-02-28T00,code_balram,128.82682892863056,CFS
2021-03-07T18:00,NFSW4,2021-02-28T00,code_balram,130.59069167293114,CFS
2021-03-08T00:00,NFSW4,2021-02-28T00,code_balram,127.59039632519172,CFS
2021-03-08T06:00,NFSW4,2021-02-28T00,code_balram,127.1603135795602,CFS
2021-03-08T12:00,NFSW4,2021-02-28T00,code_balram,128.49328392537242,CFS
2021-03-08T18:00,NFSW4,2021-02-28T00,code_balram,129.5802230644451,CFS
2021-03-09T00:00,NFSW4,2021-02-28T00,code_balram,127.60438425352636,CFS
2021-03-09T06:00,NFSW4,2021-02-28T00,code_balram,127.58413834992585,CFS
2021-03-09T12:00,NFSW4,2021-02-28T00,code_balram,128.5035758953327,CFS
2021-03-09T18:00,NFSW4,2021-02-28T00,code_balram,129.25526830479558,CFS
2021-03-10T00:00,NFSW4,2021-02-28T00,code_balram,127.03612704635349,CFS
2021-03-10T06:00,NFSW4,2021-02-28T00,code_balram,126.87396544735196,CFS
2021-03-10T12:00,NFSW4,2021-02-28T00,code_balram,126.44770616863337,CFS
2021-02-28T18:00,ARWN8,2021-02-28T00,code_balram,100.08666307478569,CFS
2021-03-01T00:00,ARWN8,2021-02-28T00,code_balram,100.10586641210269,CFS
2021-03-01T06:00,ARWN8,2021-02-28T00,code_balram,100.11710166446221,CFS
2021-03-01T12:00,ARWN8,2021-02-28T00,code_balram,100.1182990300895,CFS
2021-03-01T18:00,ARWN8,2021-02-28T00,code_balram,100.12003780089485,CFS
2021-03-02T00:00,ARWN8,2021-02-28T00,code_balram,100.11724507164223,CFS
2021-03-02T06:00,ARWN8,2021-02-28T00,code_balram,100.11619248339196,CFS
2021-03-02T12:00,ARWN8,2021-02-28T00,code_balram,100.11394766305762,CFS
2021-03-02T18:00,ARWN8,2021-02-28T00,code_balram,100.11249668988866,CFS
2021-03-03T00:00,ARWN8,2021-02-28T00,code_balram,100.1092437285516,CFS
2021-03-03T06:00,ARWN8,2021-02-28T00,code_balram,100.1109569957899,CFS
2021-03-03T12:00,ARWN8,2021-02-28T00,code_balram,100.10930959359662,CFS
2021-03-03T18:00,ARWN8,2021-02-28T00,code_balram,100.1103205504358,CFS
2021-03-04T00:00,ARWN8,2021-02-28T00,code_balram,100.10765304974538,CFS
2021-03-04T06:00,ARWN8,2021-02-28T00,code_balram,100.1049304231609,CFS
2021-03-04T12:00,ARWN8,2021-02-28T00,code_balram,100.10314697112472,CFS
2021-03-04T18:00,ARWN8,2021-02-28T00,code_balram,100.11082603017417,CFS
2021-03-05T00:00,ARWN8,2021-02-28T00,code_balram,100.11111196476682,CFS
2021-03-05T06:00,ARWN8,2021-02-28T00,code_balram,100.10865928227726,CFS
2021-03-05T12:00,ARWN8,2021-02-28T00,code_balram,100.11032310729216,CFS
2021-03-05T18:00,ARWN8,2021-02-28T00,code_balram,100.10940721368465,CFS
2021-03-06T00:00,ARWN8,2021-02-28T00,code_balram,100.10829576398062,CFS
2021-03-06T06:00,ARWN8,2021-02-28T00,code_balram,100.10542797824927,CFS
2021-03-06T12:00,ARWN8,2021-02-28T00,code_balram,100.10684441178338,CFS
2021-03-06T18:00,ARWN8,2021-02-28T00,code_balram,100.10941365749086,CFS
2021-03-07T00:00,ARWN8,2021-02-28T00,code_balram,100.11303643152443,CFS
2021-03-07T06:00,ARWN8,2021-02-28T00,code_balram,100.10793595075872,CFS
2021-03-07T12:00,ARWN8,2021-02-28T00,code_balram,100.1074626973331,CFS
2021-03-07T18:00,ARWN8,2021-02-28T00,code_balram,100.11237964606906,CFS
2021-03-08T00:00,ARWN8,2021-02-28T00,code_balram,100.11077746869852,CFS
2021-03-08T06:00,ARWN8,2021-02-28T00,code_balram,100.1100530205335,CFS
2021-03-08T12:00,ARWN8,2021-02-28T00,code_balram,100.11011152323874,CFS
2021-03-08T18:00,ARWN8,2021-02-28T00,code_balram,100.11277509979762,CFS
2021-03-09T00:00,ARWN8,2021-02-28T00,code_balram,100.114085760428,CFS
2021-03-09T06:00,ARWN8,2021-02-28T00,code_balram,100.11124106693252,CFS
2021-03-09T12:00,ARWN8,2021-02-28T00,code_balram,100.11468524857672,CFS
2021-03-09T18:00,ARWN8,2021-02-28T00,code_balram,100.11467122570158,CFS
2021-03-10T00:00,ARWN8,2021-02-28T00,code_balram,100.11156846960469,CFS
2021-03-10T06:00,ARWN8,2021-02-28T00,code_balram,100.11192581457647,CFS
2021-03-10T12:00,ARWN8,2021-02-28T00,code_balram,100.11339113268285,CFS
2021-02-28T18:00,CLNK1,2021-02-28T00,code_balram,162.03982525922723,CFS
2021-03-01T00:00,CLNK1,2021-02-28T00,code_balram,162.09994075176903,CFS
2021-03-01T06:00,CLNK1,2021-02-28T00,code_balram,162.15790028156727,CFS
2021-03-01T12:00,CLNK1,2021-02-28T00,code_balram,162.20347955205202,CFS
2021-03-01T18:00,CLNK1,2021-02-28T00,code_balram,162.21473859967293,CFS
2021-03-02T00:00,CLNK1,2021-02-28T00,code_balram,162.1912814366903,CFS
2021-03-02T06:00,CLNK1,2021-02-28T00,code_balram,162.18549264653774,CFS
2021-03-02T12:00,CLNK1,2021-02-28T00,code_balram,162.19923665433004,CFS
2021-03-02T18:00,CLNK1,2021-02-28T00,code_balram,162.18871604767196,CFS
2021-03-03T00:00,CLNK1,2021-02-28T00,code_balram,162.2186923984985,CFS
2021-03-03T06:00,CLNK1,2021-02-28T00,code_balram,162.24223307610455,CFS
2021-03-03T12:00,CLNK1,2021-02-28T00,code_balram,162.24565511179722,CFS
2021-03-03T18:00,CLNK1,2021-02-28T00,code_balram,162.24154679355468,CFS
2021-03-04T00:00,CLNK1,2021-02-28T00,code_balram,162.24239446291872,CFS
2021-03-04T06:00,CLNK1,2021-02-28T00,code_balram,162.22648646255925,CFS
2021-03-04T12:00,CLNK1,2021-02-28T00,code_balram,162.23495694500613,CFS
2021-03-04T18:00,CLNK1,2021-02-28T00,code_balram,162.2178025885489,CFS
2021-03-05T00:00,CLNK1,2021-02-28T00,code_balram,162.21800000651396,CFS
2021-03-05T06:00,CLNK1,2021-02-28T00,code_balram,162.2129361972376,CFS
2021-03-05T12:00,CLNK1,2021-02-28T00,code_balram,162.20767260863033,CFS
2021-03-05T18:00,CLNK1,2021-02-28T00,code_balram,162.2003388893655,CFS
2021-03-06T00:00,CLNK1,2021-02-28T00,code_balram,162.20016638475798,CFS
2021-03-06T06:00,CLNK1,2021-02-28T00,code_balram,162.20041160678818,CFS
2021-03-06T12:00,CLNK1,2021-02-28T00,code_balram,162.19810683694703,CFS
2021-03-06T18:00,CLNK1,2021-02-28T00,code_balram,162.19364728384105,CFS
2021-03-07T00:00,CLNK1,2021-02-28T00,code_balram,162.20863600490284,CFS
2021-03-07T06:00,CLNK1,2021-02-28T00,code_balram,162.2185273385379,CFS
2021-03-07T12:00,CLNK1,2021-02-28T00,code_balram,162.21881979037553,CFS
2021-03-07T18:00,CLNK1,2021-02-28T00,code_balram,162.2022089418208,CFS
2021-03-08T00:00,CLNK1,2021-02-28T00,code_balram,162.2146288900034,CFS
2021-03-08T06:00,CLNK1,2021-02-28T00,code_balram,162.212610932067,CFS
2021-03-08T12:00,CLNK1,2021-02-28T00,code_balram,162.21230523578018,CFS
2021-03-08T18:00,CLNK1,2021-02-28T00,code_balram,162.21166760449194,CFS
2021-03-09T00:00,CLNK1,2021-02-28T00,code_balram,162.21350612027982,CFS
2021-03-09T06:00,CLNK1,2021-02-28T00,code_balram,162.20166319691762,CFS
2021-03-09T12:00,CLNK1,2021-02-28T00,code_balram,162.20804806974573,CFS
2021-03-09T18:00,CLNK1,2021-02-28T00,code_balram,162.20258385740436,CFS
2021-03-10T00:00,CLNK1,2021-02-28T00,code_balram,162.20523618587765,CFS
2021-03-10T06:00,CLNK1,2021-02-28T00,code_balram,162.19579200721859,CFS
2021-03-10T12:00,CLNK1,2021-02-28T00,code_balram,162.18484293178446,CFS
2021-02-28T18:00,CARO2,2021-02-28T00,code_balram,108.48507490695505,CFS
2021-03-01T00:00,CARO2,2021-02-28T00,code_balram,108.66715069258304,CFS
2021-03-01T06:00,CARO2,2021-02-28T00,code_balram,108.73301814802501,CFS
2021-03-01T12:00,CARO2,2021-02-28T00,code_balram,109.03370097413307,CFS
2021-03-01T18:00,CARO2,2021-02-28T00,code_balram,109.30507488891706,CFS
2021-03-02T00:00,CARO2,2021-02-28T00,code_balram,109.4393654836355,CFS
2021-03-02T06:00,CARO2,2021-02-28T00,code_balram,109.4911912965392,CFS
2021-03-02T12:00,CARO2,2021-02-28T00,code_balram,109.84735197511831,CFS
2021-03-02T18:00,CARO2,2021-02-28T00,code_balram,110.07312552829406,CFS
2021-03-03T00:00,CARO2,2021-02-28T00,code_balram,110.32172224966304,CFS
2021-03-03T06:00,CARO2,2021-02-28T00,code_balram,110.68778196040299,CFS
2021-03-03T12:00,CARO2,2021-02-28T00,code_balram,110.96479727582332,CFS
2021-03-03T18:00,CARO2,2021-02-28T00,code_balram,111.0593732013237,CFS
2021-03-04T00:00,CARO2,2021-02-28T00,code_balram,111.35604575853019,CFS
2021-03-04T06:00,CARO2,2021-02-28T00,code_balram,111.67055414243464,CFS
2021-03-04T12:00,CARO2,2021-02-28T00,code_balram,111.88651399465867,CFS
2021-03-04T18:00,CARO2,2021-02-28T00,code_balram,112.11787825079803,CFS
2021-03-05T00:00,CARO2,2021-02-28T00,code_balram,112.74280104894453,CFS
2021-03-05T06:00,CARO2,2021-02-28T00,code_balram,113.09368370675747,CFS
2021-03-05T12:00,CARO2,2021-02-28T00,code_balram,113.33145347467514,CFS
2021-03-05T18:00,CARO2,2021-02-28T00,code_balram,113.46710663208832,CFS
2021-03-06T00:00,CARO2,2021-02-28T00,code_balram,113.81495450180638,CFS
2021-03-06T06:00,CARO2,2021-02-28T00,code_balram,113.93964988855201,CFS
2021-03-06T12:00,CARO2,2021-02-28T00,code_balram,114.1687999025714,CFS
2021-03-06T18:00,CARO2,2021-02-28T00,code_balram,114.24175564622297,CFS
2021-03-07T00:00,CARO2,2021-02-28T00,code_balram,114.49765789663637,CFS
2021-03-07T06:00,CARO2,2021-02-28T00,code_balram,114.63777960051762,CFS
2021-03-07T12:00,CARO2,2021-02-28T00,code_balram,114.69926647936786,CFS
2021-03-07T18:00,CARO2,2021-02-28T00,code_balram,114.86619550807423,CFS
2021-03-08T00:00,CARO2,2021-02-28T00,code_balram,114.99637177881861,CFS
2021-03-08T06:00,CARO2,2021-02-28T00,code_balram,115.24180266707867,CFS
2021-03-08T12:00,CARO2,2021-02-28T00,code_balram,115.41546689895775,CFS
2021-03-08T18:00,CARO2,2021-02-28T00,code_balram,115.51685421586689,CFS
2021-03-09T00:00,CARO2,2021-02-28T00,code_balram,115.4817583014296,CFS
2021-03-09T06:00,CARO2,2021-02-28T00,code_balram,115.48905044065727,CFS
2021-03-09T12:00,CARO2,2021-02-28T00,code_balram,115.49009900787655,CFS
2021-03-09T18:00,CARO2,2021-02-28T00,code_balram,115.46751894395445,CFS
2021-03-10T00:00,CARO2,2021-02-28T00,code_balram,115.45279906061054,CFS
2021-03-10T06:00,CARO2,2021-02-28T00,code_balram,115.44095029894024,CFS
2021-03-10T12:00,CARO2,2021-02-28T00,code_balram,115.43007230472688,CFS
2021-02-28T18:00,BNDN5,2021-02-28T00,code_balram,158.1145417643733,CFS
2021-03-01T00:00,BNDN5,2021-02-28T00,code_balram,158.15842806895327,CFS
2021-03-01T06:00,BNDN5,2021-02-28T00,code_balram,158.16172824819134,CFS
2021-03-01T12:00,BNDN5,2021-02-28T00,code_balram,158.1721899307492,CFS
2021-03-01T18:00,BNDN5,2021-02-28T00,code_balram,158.22679389384388,CFS
2021-03-02T00:00,BNDN5,2021-02-28T00,code_balram,158.20140595576075,CFS
2021-03-02T06:00,BNDN5,2021-02-28T00,code_balram,158.22207364039008,CFS
2021-03-02T12:00,BNDN5,2021-02-28T00,code_balram,158.20801389459422,CFS
2021-03-02T18:00,BNDN5,2021-02-28T00,code_balram,158.16409587049202,CFS
2021-03-03T00:00,BNDN5,2021-02-28T00,code_balram,158.1601354282952,CFS
2021-03-03T06:00,BNDN5,2021-02-28T00,code_balram,158.17091649639886,CFS
2021-03-03T12:00,BNDN5,2021-02-28T00,code_balram,158.21675196404078,CFS
2021-03-03T18:00,BNDN5,2021-02-28T00,code_balram,158.20419531935875,CFS
2021-03-04T00:00,BNDN5,2021-02-28T00,code_balram,158.20810240128273,CFS
2021-03-04T06:00,BNDN5,2021-02-28T00,code_balram,158.194690362156,CFS
2021-03-04T12:00,BNDN5,2021-02-28T00,code_balram,158.15211347601783,CFS
2021-03-04T18:00,BNDN5,2021-02-28T00,code_balram,158.1425498081418,CFS
2021-03-05T00:00,BNDN5,2021-02-28T00,code_balram,158.1747556257937,CFS
2021-03-05T06:00,BNDN5,2021-02-28T00,code_balram,158.17659606883242,CFS
2021-03-05T12:00,BNDN5,2021-02-28T00,code_balram,158.1913719438732,CFS
2021-03-05T18:00,BNDN5,2021-02-28T00,code_balram,158.27155067634337,CFS
2021-03-06T00:00,BNDN5,2021-02-28T00,code_balram,158.26244677440184,CFS
2021-03-06T06:00,BNDN5,2021-02-28T00,code_balram,158.22122269349128,CFS
2021-03-06T12:00,BNDN5,2021-02-28T00,code_balram,158.25258167052834,CFS
2021-03-06T18:00,BNDN5,2021-02-28T00,code_balram,158.23431206366553,CFS
2021-03-07T00:00,BNDN5,2021-02-28T00,code_balram,158.25120169357407,CFS
2021-03-07T06:00,BNDN5,2021-02-28T00,code_balram,158.23489813790073,CFS
2021-03-07T12:00,BNDN5,2021-02-28T00,code_balram,158.2036248447303,CFS
2021-03-07T18:00,BNDN5,2021-02-28T00,code_balram,158.17388304076584,CFS
2021-03-08T00:00,BNDN5,2021-02-28T00,code_balram,158.18877371443605,CFS
2021-03-08T06:00,BNDN5,2021-02-28T00,code_balram,158.26835603006094,CFS
2021-03-08T12:00,BNDN5,2021-02-28T00,code_balram,158.21697542372192,CFS
2021-03-08T18:00,BNDN5,2021-02-28T00,code_balram,158.1887460394812,CFS
2021-03-09T00:00,BNDN5,2021-02-28T00,code_balram,158.11797155776145,CFS
2021-03-09T06:00,BNDN5,2021-02-28T00,code_balram,158.10481038977363,CFS
2021-03-09T12:00,BNDN5,2021-02-28T00,code_balram,158.10109367203836,CFS
2021-03-09T18:00,BNDN5,2021-02-28T00,code_balram,158.10122673840354,CFS
2021-03-10T00:00,BNDN5,2021-02-28T00,code_balram,158.19983609862,CFS
2021-03-10T06:00,BNDN5,2021-02-28T00,code_balram,158.19928686252945,CFS
2021-03-10T12:00,BNDN5,2021-02-28T00,code_balram,158.2426349863519,CFS
2021-02-28T18:00,TRAC2,2021-02-28T00,code_balram,110.30457415893457,CFS
2021-03-01T00:00,TRAC2,2021-02-28T00,code_balram,110.49373590226759,CFS
2021-03-01T06:00,TRAC2,2021-02-28T00,code_balram,110.60076002379914,CFS
2021-03-01T12:00,TRAC2,2021-02-28T00,code_balram,110.74734580483856,CFS
2021-03-01T18:00,TRAC2,2021-02-28T00,code_balram,110.87367041887777,CFS
2021-03-02T00:00,TRAC2,2021-02-28T00,code_balram,111.13881878839994,CFS
2021-03-02T06:00,TRAC2,2021-02-28T00,code_balram,111.2889020261153,CFS
2021-03-02T12:00,TRAC2,2021-02-28T00,code_balram,111.45933200232975,CFS
2021-03-02T18:00,TRAC2,2021-02-28T00,code_balram,111.48581412291055,CFS
2021-03-03T00:00,TRAC2,2021-02-28T00,code_balram,111.60903873614267,CFS
2021-03-03T06:00,TRAC2,2021-02-28T00,code_balram,111.65195496888104,CFS
2021-03-03T12:00,TRAC2,2021-02-28T00,code_balram,111.38791598687644,CFS
2021-03-03T18:00,TRAC2,2021-02-28T00,code_balram,111.57080541010485,CFS
2021-03-04T00:00,TRAC2,2021-02-28T00,code_balram,111.72667542281928,CFS
2021-03-04T06:00,TRAC2,2021-02-28T00,code_balram,111.4408787663369,CFS
2021-03-04T12:00,TRAC2,2021-02-28T00,code_balram,111.54628689699577,CFS
2021-03-04T18:00,TRAC2,2021-02-28T00,code_balram,111.68020323341406,CFS
2021-03-05T00:00,TRAC2,2021-02-28T00,code_balram,111.4727326959688,CFS
2021-03-05T06:00,TRAC2,2021-02-28T00,code_balram,111.49145691654581,CFS
2021-03-05T12:00,TRAC2,2021-02-28T00,code_balram,111.61315179950198,CFS
2021-03-05T18:00,TRAC2,2021-02-28T00,code_balram,111.43738655043569,CFS
2021-03-06T00:00,TRAC2,2021-02-28T00,code_balram,111.27703610701748,CFS
2021-03-06T06:00,TRAC2,2021-02-28T00,code_balram,111.4602125396265,CFS
2021-03-06T12:00,TRAC2,2021-02-28T00,code_balram,111.35255965821469,CFS
2021-03-06T18:00,TRAC2,2021-02-28T00,code_balram,111.21070372590545,CFS
2021-03-07T00:00,TRAC2,2021-02-28T00,code_balram,111.18870547708022,CFS
2021-03-07T06:00,TRAC2,2021-02-28T00,code_balram,111.25612918534402,CFS
2021-03-07T12:00,TRAC2,2021-02-28T00,code_balram,111.16954688989743,CFS
2021-03-07T18:00,TRAC2,2021-02-28T00,code_balram,111.14622169421922,CFS
2021-03-08T00:00,TRAC2,2021-02-28T00,code_balram,111.10353329665888,CFS
2021-03-08T06:00,TRAC2,2021-02-28T00,code_balram,111.10718830567868,CFS
2021-03-08T12:00,TRAC2,2021-02-28T00,code_balram,111.07664485861477,CFS
2021-03-08T18:00,TRAC2,2021-02-28T00,code_balram,111.03983722349797,CFS
2021-03-09T00:00,TRAC2,2021-02-28T00,code_balram,111.06995009215478,CFS
2021-03-09T06:00,TRAC2,2021-02-28T00,code_balram,111.1437412644475,CFS
2021-03-09T12:00,TRAC2,2021-02-28T00,code_balram,111.11625139734089,CFS
2021-03-09T18:00,TRAC2,2021-02-28T00,code_balram,111.09195360353547,CFS
2021-03-10T00:00,TRAC2,2021-02-28T00,code_balram,111.16151614443866,CFS
2021-03-10T06:00,TRAC2,2021-02-28T00,code_balram,111.22471345099771,CFS
2021-03-10T12:00,TRAC2,2021-02-28T00,code_balram,111.18255843764884,CFS
2021-02-28T18:00,LABW4,2021-02-28T00,code_balram,547.4584713941784,CFS
2021-03-01T00:00,LABW4,2021-02-28T00,code_balram,547.6880820901664,CFS
2021-03-01T06:00,LABW4,2021-02-28T00,code_balram,547.9554407766007,CFS
2021-03-01T12:00,LABW4,2021-02-28T00,code_balram,548.0164465397454,CFS
2021-03-01T18:00,LABW4,2021-02-28T00,code_balram,547.8471843536709,CFS
2021-03-02T00:00,LABW4,2021-02-28T00,code_balram,548.0420694613888,CFS
2021-03-02T06:00,LABW4,2021-02-28T00,code_balram,547.9091646293847,CFS
2021-03-02T12:00,LABW4,2021-02-28T00,code_balram,548.2700695415693,CFS
2021-03-02T18:00,LABW4,2021-02-28T00,code_balram,548.2120866223142,CFS
2021-03-03T00:00,LABW4,2021-02-28T00,code_balram,548.304666981093,CFS
2021-03-03T06:00,LABW4,2021-02-28T00,code_balram,548.0923853533502,CFS
2021-03-03T12:00,LABW4,2021-02-28T00,code_balram,548.1372665613818,CFS
2021-03-03T18:00,LABW4,2021-02-28T00,code_balram,548.5710655017032,CFS
2021-03-04T00:00,LABW4,2021-02-28T00,code_balram,548.6537242009509,CFS
2021-03-04T06:00,LABW4,2021-02-28T00,code_balram,548.9134348099336,CFS
2021-03-04T12:00,LABW4,2021-02-28T00,code_balram,548.8495831352479,CFS
2021-03-04T18:00,LABW4,2021-02-28T00,code_balram,548.6386038633714,CFS
2021-03-05T00:00,LABW4,2021-02-28T00,code_balram,548.7813174580477,CFS
2021-03-05T06:00,LABW4,2021-02-28T00,code_balram,548.9606589179942,CFS
2021-03-05T12:00,LABW4,2021-02-28T00,code_balram,548.585246102466,CFS
2021-03-05T18:00,LABW4,2021-02-28T00,code_balram,548.2278233914735,CFS
2021-03-06T00:00,LABW4,2021-02-28T00,code_balram,548.7145672963672,CFS
2021-03-06T06:00,LABW4,2021-02-28T00,code_balram,548.7801664933129,CFS
2021-03-06T12:00,LABW4,2021-02-28T00,code_balram,548.7944030254276,CFS
2021-03-06T18:00,LABW4,2021-02-28T00,code_balram,548.8132648139542,CFS
2021-03-07T00:00,LABW4,2021-02-28T00,code_balram,548.7055703066789,CFS
2021-03-07T06:00,LABW4,2021-02-28T00,code_balram,548.4285689974014,CFS
2021-03-07T12:00,LABW4,2021-02-28T00,code_balram,548.2004749980503,CFS
2021-03-07T18:00,LABW4,2021-02-28T00,code_balram,548.4125469239012,CFS
2021-03-08T00:00,LABW4,2021-02-28T00,code_balram,548.4866239289324,CFS
2021-03-08T06:00,LABW4,2021-02-28T00,code_balram,548.5687511328556,CFS
2021-03-08T12:00,LABW4,2021-02-28T00,code_balram,548.2815232658928,CFS
2021-03-08T18:00,LABW4,2021-02-28T00,code_balram,548.1854207639963,CFS
2021-03-09T00:00,LABW4,2021-02-28T00,code_balram,548.1185751026978,CFS
2021-03-09T06:00,LABW4,2021-02-28T00,code_balram,548.3908352709373,CFS
2021-03-09T12:00,LABW4,2021-02-28T00,code_balram,548.395624751596,CFS
2021-03-09T18:00,LABW4,2021-02-28T00,code_balram,548.3475421881609,CFS
2021-03-10T00:00,LABW4,2021-02-28T00,code_balram,548.3588648247031,CFS
2021-03-10T06:00,LABW4,2021-02-28T00,code_balram,548.4718307912898,CFS
2021-03-10T12:00,LABW4,2021-02-28T00,code_balram,548.4065547623193,CFS
2021-02-28T18:00,NFDC1,2021-02-28T00,code_balram,323.92372070901456,CFS
2021-03-01T00:00,NFDC1,2021-02-28T00,code_balram,329.5749510127054,CFS
2021-03-01T06:00,NFDC1,2021-02-28T00,code_balram,331.9667157435185,CFS
2021-03-01T12:00,NFDC1,2021-02-28T00,code_balram,333.7635354046608,CFS
2021-03-01T18:00,NFDC1,2021-02-28T00,code_balram,333.9643546032386,CFS
2021-03-02T00:00,NFDC1,2021-02-28T00,code_balram,335.6861068092241,CFS
2021-03-02T06:00,NFDC1,2021-02-28T00,code_balram,335.3155123952344,CFS
2021-03-02T12:00,NFDC1,2021-02-28T00,code_balram,333.16167627326615,CFS
2021-03-02T18:00,NFDC1,2021-02-28T00,code_balram,332.97466237487527,CFS
2021-03-03T00:00,NFDC1,2021-02-28T00,code_balram,335.71431286317596,CFS
2021-03-03T06:00,NFDC1,2021-02-28T00,code_balram,335.9130291786047,CFS
2021-03-03T12:00,NFDC1,2021-02-28T00,code_balram,334.5965287163432,CFS
2021-03-03T18:00,NFDC1,2021-02-28T00,code_balram,334.21499088078815,CFS
2021-03-04T00:00,NFDC1,2021-02-28T00,code_balram,337.47811017264297,CFS
2021-03-04T06:00,NFDC1,2021-02-28T00,code_balram,337.9360628847475,CFS
2021-03-04T12:00,NFDC1,2021-02-28T00,code_balram,337.8155854627268,CFS
2021-03-04T18:00,NFDC1,2021-02-28T00,code_balram,337.6104172029678,CFS
2021-03-05T00:00,NFDC1,2021-02-28T00,code_balram,339.04118658800377,CFS
2021-03-05T06:00,NFDC1,2021-02-28T00,code_balram,338.42154473174884,CFS
2021-03-05T12:00,NFDC1,2021-02-28T00,code_balram,336.7359617230001,CFS
2021-03-05T18:00,NFDC1,2021-02-28T00,code_balram,334.38160684334804,CFS
2021-03-06T00:00,NFDC1,2021-02-28T00,code_balram,335.57401231446795,CFS
2021-03-06T06:00,NFDC1,2021-02-28T00,code_balram,334.79233173252646,CFS
2021-03-06T12:00,NFDC1,2021-02-28T00,code_balram,333.0529579495261,CFS
2021-03-06T18:00,NFDC1,2021-02-28T00,code_balram,332.8689826525169,CFS
2021-03-07T00:00,NFDC1,2021-02-28T00,code_balram,335.6533622281655,CFS
2021-03-07T06:00,NFDC1,2021-02-28T00,code_balram,335.09545531857054,CFS
2021-03-07T12:00,NFDC1,2021-02-28T00,code_balram,333.5930217714175,CFS
2021-03-07T18:00,NFDC1,2021-02-28T00,code_balram,333.4996328149982,CFS
2021-03-08T00:00,NFDC1,2021-02-28T00,code_balram,335.0912546654401,CFS
2021-03-08T06:00,NFDC1,2021-02-28T00,code_balram,335.1204889840107,CFS
2021-03-08T12:00,NFDC1,2021-02-28T00,code_balram,333.9541730626894,CFS
2021-03-08T18:00,NFDC1,2021-02-28T00,code_balram,333.4603193913609,CFS
2021-03-09T00:00,NFDC1,2021-02-28T00,code_balram,334.86906783207814,CFS
2021-03-09T06:00,NFDC1,2021-02-28T00,code_balram,333.666774674922,CFS
2021-03-09T12:00,NFDC1,2021-02-28T00,code_balram,332.77970679589873,CFS
